tipo_inmueble,finalidad,estado_inmueble,Ciudad,ubicacion_asociada,area m²,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error,latitud,longitud
Apartamento,venta,Usado,Tunja,Santa Inés,105,3,2,390000000,5,15,3 Habs.,,"Atos Inmobiliaria te ofrece en venta este apartamento en el Edificio Villas de Aranjuez. Ubicado cerca de centros comerciales, este apartamento de 3 habitaciones es una gran oportunidad. Con baño privado en una de las habitaciones y baño social para tus visitas. También tiene estudio, sala comedor y balcón para disfrutar de las vistas. La cocina integral hace la vida más sencilla y la zona de ropas es muy práctica. La chimenea es un bonito detalle, y cuenta con persianas y black out. Incluye parqueadero y el edificio tiene excelentes zonas comunes. ¡Contáctanos para más información!",,191273436,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273436,,,5.5493892,-73.3510038
Casa,venta,Usado,Tunja,,42,2,1,185000000,4,1,2 Habs.,,"Box House cuenta con este moderno y nuevo apartamento para la Venta!! está ubicado en una excelente zona de Tunja, a tan solo unos minutos de la Universidad Pedagógica y Tecnológica de Colombia (UPTC), lo que lo convierte en una opción ideal para estudiantes, profesores o profesionales que busquen vivir cerca de la sede central disfrutar de todas las ventajas de esta ubicación estratégica.",,191732563,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/apartamento-en-venta/191732563,,,,
Casa,venta,Usado,Tunja,Libertador,140,6,4,140000000,3,30,,", Baño Auxiliar, , Cerca de Zona Urbana, , Cocina Equipada, , Colegios / Universidades, , Depósito / Bodega, , Parques cercanos, , Trans. Público cercano, , Vista panorámica, , Zona de lavandería, , Zona Residencial, , Zonas Verdes, Descripción, Código: 8940FR747 excelente oportunidad de adquirir este casa lote en el barrio Libertador de la ciudad de Tunja, estrato tres, terreno con un área de doscientos cuatro metros cuadrados, tiene una construcción antigua de tres pisos con seis habitaciones y cuatro baños, al fondo tiene un lote de aproximadamente sesenta y cuatro metros, cuenta con punto de agua y luz, este casa lote se vende con licencia de construcción para cuatro pisos con una distribución de un local comercial con bodega, cuatro aparta estudios y dos apartamentos.","Código: 8940FR747 excelente oportunidad de adquirir este casa lote en el barrio Libertador de la ciudad de Tunja, estrato tres, terreno con un área de doscientos cuatro metros cuadrados, tiene una construcción antigua de tres pisos con seis habitaciones y cuatro baños, al fondo tiene un lote de aproximadamente sesenta y cuatro metros, cuenta con punto de agua y luz, este casa lote se vende con licencia de construcción para cuatro pisos con una distribución de un local comercial con bodega, cuatro aparta estudios y dos apartamentos.",,192207485,Casa 360,https://www.fincaraiz.com.co/casa-en-venta/192207485,,,5.5072197,-73.3675651
Lote,venta,Usado,Tunja,,102,0,0,192000000,4,30,,,Atos Inmobiliaria: Venta de Lotes en el Barrio La María,,191274021,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191274021,,,,
Finca,venta,Usado,Tunja,Centro,29,0,0,250000000,3,8,,", Ascensor, , Balcón, , Calentador, , Cerca centro comercial, , Citófono, , Piso de alta resistencia, , Shut de basura, , Sobre vía principal, , Tanques de Agua, , Vista panorámica, , Zona Comercial, Descripción, Local Comercial en Venta con Ubicación Ideal en el Centro de la Ciudad",Local Comercial en Venta con Ubicación Ideal en el Centro de la Ciudad,,191273835,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273835,,,5.5521632,-73.3567425
Apartamento,venta,Usado,Tunja,San José,60,2,1,220000000,3,8,,", Baño Auxiliar, , Circuito cerrado de TV, , Citófono, , Cocina Integral, , Cocina tipo Americano, , Colegios / Universidades, , Instalación de gas, , Parqueadero Visitantes, , Piso en Baldosa /  Mármol, , Salón Comunal, , Supermercados / C.Comerciales, , Trans. Público cercano",OPORTUNIDAD DE VENTA : Apartamento en Las Nieves,,191357698,SUITES INMOBILIARIA,https://www.fincaraiz.com.co/apartamento-en-venta/191357698,,,,
Casa,venta,Usado,Tunja,San José,376,0,0,550000000,3,30,,", Colegios / Universidades, , Sobre vía principal, , Trans. Público cercano, , Vivienda Multifamiliar, Descripción, VENDO CASA LOTE,  EXCELENTE UBICACIÓN - SOBRE VIA PRINCIPAL. CONSTA DE TRES APARTAMENTOS CADA UNO CON SUS SERVICIOS DE AGUA,  LUZ Y GAS INDEPENDIENTE; PRIMER PISO: SALA COMEDOR,  COCINA,  CUATRO ALCOBAS,  DOS BAÑOS,  GARAJE,  PATIO,  SOLAR; SEGUNDO PISO: DOS APARTAMENTOS DE DOS ALCOBAS,  UN BAÑO,  SALA COMEDOR,  COCINA.  AREA CONSTRUIDA: 349M2.  AREA DE LOTE: 376M2,  FRENTE: 12MTS,  FONDO: 32.90MTS.., Código Fincaraíz:, 6950126, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","VENDO CASA LOTE,  EXCELENTE UBICACIÓN - SOBRE VIA PRINCIPAL. CONSTA DE TRES APARTAMENTOS CADA UNO CON SUS SERVICIOS DE AGUA,  LUZ Y GAS INDEPENDIENTE; PRIMER PISO: SALA COMEDOR,  COCINA,  CUATRO ALCOBAS,  DOS BAÑOS,  GARAJE,  PATIO,  SOLAR; SEGUNDO PISO: DOS APARTAMENTOS DE DOS ALCOBAS,  UN BAÑO,  SALA COMEDOR,  COCINA.  AREA CONSTRUIDA: 349M2.  AREA DE LOTE: 376M2,  FRENTE: 12MTS,  FONDO: 32.90MTS..",,6950126,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-lote-en-venta/6950126,,,,
Apartamento,venta,Usado,Tunja,Santa Inés,85,2,3,350000000,5,30,2 Habs.,", Ascensor, , Calentador, , Citófono, , Closet, , Cocina Integral, , Instalación de gas, , Piso de alta resistencia, , Salón Comunal, , Shut de basura, , Área Urbana, Descripción, Apartamento Dúplex en Venta en Edificio Gran Reserva, Norte de la Ciudad","Apartamento Dúplex en Venta en Edificio Gran Reserva, Norte de la Ciudad",,191273757,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273757,,,5.5493892,-73.3510038
Casa,venta,Usado,Tunja,Santa Inés,232,5,3,600000000,5,30,,", Balcón, , Baño Auxiliar, , Calentador, , Cocina Integral, , Colegios / Universidades, , Estudio, , Instalación de gas, , Parques cercanos, , Patio, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Trans. Público cercano","Vendo Espectacular Casa ubicada en el mejor sitio estratégico de la ciudad de Tunja,  de tres pisos amplia. excelente iluminación. Consta: PRIMER PISO: Sala,  comedor,  cocina integral,  2 garajes uno electrónico,  un baño. SEGUNDO PISO: tres alcobas,  dos baños,  estudio. TERCER PISO: dos alcobas con balcon,  un baño,  terraza,  y patio de ropas..",,6844586,Inmobiliaria Eskala,https://www.fincaraiz.com.co/casa-en-venta-en-cr-terrazas-de-santa-ines-tunja/6844586,,,5.5493892,-73.3510038
Casa,venta,Usado,Tunja,,147,4,3,490000000,5,15,4 Habs.,", Baño Auxiliar, , Baño Independiente, , Cancha de Baloncesto, , Cerca de Zona Urbana, , Closet, , Cochera, , Piso en Baldosa /  Mármol, , Portería / Recepción, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia","Descubre esta acogedora casa de tres pisos en el conjunto Lombardia, ubicada en la tranquila zona norte de Tunja. Espacios diseñados para el confort familiar y una ubicación ideal para una vida plena. ¡Hablemos para más detalles! ?Imagina abrir los ojos cada mañana en un lugar donde cada detalle invita a disfrutar la vida.",,11066416,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/casa-en-venta/11066416,,,,
Apartamento,venta,Usado,Tunja,,64,3,2,330000000,5,1,,", Ascensor, , Cerca centro comercial, , Closet, , Cocina Integral, , Instalación de gas, , Salón Comunal, , Sobre vía principal, , Trans. Público cercano, , Vista panorámica, , Zona de BBQ, , Zona Residencial, , Área Urbana, Descripción, Este moderno apartamento, en el conjunto cerrado AMALFI, ofrece un ambiente de vida cómodo y tranquilo. Con tres habitaciones y dos baños completos, es ideal para familias. Cuenta con sala-comedor, una espectacular cocina integral, creando un espacio perfecto para la convivencia. Además, cuenta con un balcón para disfrutar de vistas relajantes y una zona de ropas para mayor practicidad. El conjunto AMALFI brinda comodidades como gimnasio, sauna, salón social, circuito de trote y terraza con zona de BBQ, así como espacios de recreación infantil, asegurando un estilo de vida completo y activo para sus residentes en un entorno seguro y acogedor., Código Fincaraíz:, 191273103, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Este moderno apartamento, en el conjunto cerrado AMALFI, ofrece un ambiente de vida cómodo y tranquilo. Con tres habitaciones y dos baños completos, es ideal para familias. Cuenta con sala-comedor, una espectacular cocina integral, creando un espacio perfecto para la convivencia. Además, cuenta con un balcón para disfrutar de vistas relajantes y una zona de ropas para mayor practicidad. El conjunto AMALFI brinda comodidades como gimnasio, sauna, salón social, circuito de trote y terraza con zona de BBQ, así como espacios de recreación infantil, asegurando un estilo de vida completo y activo para sus residentes en un entorno seguro y acogedor.",,191273103,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273103,,,,
Finca,venta,Usado,Tunja,Libertador,530,0,1,1350000000,2,8,,,"¡Aquí tienes una emocionante oportunidad! Te ofrecemos una amplia bodega en planta baja ubicada el barrio Surinama, en la zona sur de Tunja, disponible para arriendo o venta. Esta bodega es altamente versátil, perfecta tanto para actividades administrativas como operativas. Con accesos convenientes para peatones y vehículos, se adapta perfectamente a las necesidades logísticas de tu negocio.",,191273877,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/bodega-en-venta/191273877,,,5.5072197,-73.3675651
Casa,venta,Usado,Tunja,,120,3,3,380000000,4,8,3 Habs.,,"Casa de tres pisos en venta ubicada en el sector La María, Tunja.",,192251534,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-en-venta/192251534,,,,
Apartamento,venta,Usado,Tunja,Santa Inés,110,3,2,440000000,5,8,,", Ascensor, , Baño Auxiliar, , Calentador, , Citófono, , Cocina Integral, , Colegios / Universidades, , Parqueadero Visitantes, , Parques cercanos, , Portería / Recepción, , Salón Comunal, , Supermercados / C.Comerciales, , Trans. Público cercano","Espectacular, amplio y cómodo apartamento, con excelente distribución ubicado en el edificio mirador de la colina cerca a Unicentro, consta de: 3 amplias alcobas con closet, 2 baños, una hermosa cocina integral con doble mesón, zona de ropas independiente, sala comedor, zona de estudio, parqueadero y deposito.",,192261223,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/192261223,,,5.5493892,-73.3510038
Casa,venta,Usado,Tunja,Santa Inés,115,4,3,400000000,5,15,4 Habs.,", Acceso Pavimentado, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Closet, , En conjunto cerrado, , Estudio, , Garaje(s), , Instalación de gas, , Parqueadero Visitantes, , Parques cercanos","Imagina un lugar donde cada rincón te da la bienvenida, un espacio lleno de tranquilidad, seguridad y momentos compartidos en familia. Este hogar en el norte de Tunja es más que una casa, es el lugar donde verás crecer a tus hijos, crearás recuerdos imborrables y disfrutarás de la paz que siempre soñaste. ??‍?‍?‍?",,192122627,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/casa-en-venta/192122627,,,5.5493892,-73.3510038
Apartamento,venta,Usado,Tunja,Centro,105,3,2,300000000,4,8,3 Habs.,", Cerca centro comercial, , Closet, , Cocina Integral, , Terraza, , Trans. Público cercano, , Zona Comercial, , Área Urbana, Descripción, Hermoso apartamento ubicado en el norte de la ciudad. Consta de 3 habitaciones, cada una tiene closet incluido, 2 baños, sala comedor, cocina integral con mesón y comedor en granito. Excelente iluminación y espacioso. Tiene acceso a terraza por escaleras en la sala comedor. Cuenta con parqueadero privado., Código Fincaraíz:, 191274001, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermoso apartamento ubicado en el norte de la ciudad. Consta de 3 habitaciones, cada una tiene closet incluido, 2 baños, sala comedor, cocina integral con mesón y comedor en granito. Excelente iluminación y espacioso. Tiene acceso a terraza por escaleras en la sala comedor. Cuenta con parqueadero privado.",,191274001,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191274001,,,5.5521632,-73.3567425
Apartamento,venta,Usado,Tunja,,78,3,2,270000000,5,15,,", Ascensor, , Baño Auxiliar, , Calentador, , Circuito cerrado de TV, , Citófono, , Cocina Integral, , Instalación de gas, , Parques cercanos, , Piscina, , Piso en Baldosa /  Mármol, , Portería / Recepción, , Trans. Público cercano","Vendo espectacular apartamento con excelente vista,  iluminado y ventilado naturalmente,  el edificio cuenta con sauna,  jacuzzi,  piscina y gimnasio,  cerca a grandes centros comerciales. consta de: sala comedor,  zona de ropas,  cocina integral,  tres alcobas con closet y parqueadero..",,6253344,Inmobiliaria Eskala,https://www.fincaraiz.com.co/apartamento-en-venta/6253344,,,,
Apartamento,venta,Usado,Tunja,,92,3,2,421718000,5,1,,", Balcón, , Canchas Deportivas, , Cerca centro comercial, , Citófono, , Closet, , Cocina Integral, , Salón Comunal, , Sobre vía principal, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica, , Zona de BBQ","Atos Inmobiliaria vende espectacular apartamento para estrenar, con excelentes acabados y ubicación estratégica cerca de universidades y colegios. Consta de tres habitaciones, dos baños, sala-comedor, patio de ropas y cocina integral. Además, ofrece zonas comunes de primera, incluyendo áreas verdes, piscina, salón de juegos y más espacios para disfrutar y compartir. No dejes pasar esta gran oportunidad de inversión y encuentra el hogar ideal para ti. Contáctanos y agenda tu cita hoy mismo.",,192122530,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192122530,,,,
Casa,venta,Usado,Tunja,,600,0,0,600000000,5,15,,", Cancha de Tennis, , Cerca a sector comercial, , Con cerca eléctrica, , En condominio, , En conjunto cerrado, , Servicios Públicos, , Vista panorámica, , Área Urbana, Descripción, INMOBILIARIA 2 MIL VENDE LOTE, Ubicado en el barrio la Villita de Tunja","INMOBILIARIA 2 MIL VENDE LOTE, Ubicado en el barrio la Villita de Tunja",,10163677,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/lote-en-venta/10163677,,,,
Casa,venta,Usado,Tunja,,146,2,2,310000000,3,30,,,"Descubre esta encantadora casa en venta ofrecida por Atos Inmobiliaria, ubicada en el barrio Paraíso. Consta de dos niveles que ofrecen un amplio espacio para tu comodidad. En la primera planta, encontrarás un garaje para tres vehículos, una acogedora sala comedor, un práctico baño social, una cocina integral totalmente equipada y un amplio patio de ropas. En el segundo nivel, se encuentra un hall pequeño que te da la bienvenida a una espaciosa habitación principal y una habitación auxiliar, ambas perfectamente diseñadas para tu descanso, junto con un baño completo para tu conveniencia. Esta casa es ideal para aquellos que buscan un hogar acogedor y funcional en un ambiente tranquilo. ¡Contáctanos hoy mismo para más detalles y para programar una visita!",,191272997,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272997,,,,
Casa,venta,Usado,Tunja,Santa Ana,72,4,4,550000000,4,30,,", Cerca centro comercial, , Closet, , Cocina Integral, , Terraza, , Trans. Público cercano, , Vista panorámica, Descripción, ¡Vive con comodidad y amplitud en Palos Verdes! Atos Inmobiliaria vende hermosa casa de tres niveles, ubicada en un sector residencial tranquilo, con excelente valorización y cercanía a supermercados, colegios y vías principales. En el primer piso encontrarás sala, comedor, cocina, zona de ropas, garaje y baño social. El segundo piso cuenta con tres alcobas, dos baños y estudio, y en el tercer nivel o altillo disfrutarás de una alcoba principal con baño privado, vestier, hall y terraza cubierta. ¡No dejes pasar esta gran oportunidad! Contáctanos y agenda tu cita hoy mismo., Código Fincaraíz:, 192325224, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","¡Vive con comodidad y amplitud en Palos Verdes! Atos Inmobiliaria vende hermosa casa de tres niveles, ubicada en un sector residencial tranquilo, con excelente valorización y cercanía a supermercados, colegios y vías principales. En el primer piso encontrarás sala, comedor, cocina, zona de ropas, garaje y baño social. El segundo piso cuenta con tres alcobas, dos baños y estudio, y en el tercer nivel o altillo disfrutarás de una alcoba principal con baño privado, vestier, hall y terraza cubierta. ¡No dejes pasar esta gran oportunidad! Contáctanos y agenda tu cita hoy mismo.",,192325224,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/192325224,,,5.5473168,-73.3611839
